Aircraft,Traveller_type,Seat_type,Date_flown,Recommended
,Couple Leisure,Business Class,December 2016,no
,Solo Leisure,Economy Class,January 2017,no
,Solo Leisure,Economy Class,July 2016,no
,,Economy Class,January 2017,no
A320,Couple Leisure,Economy Class,January 2017,no
,Solo Leisure,Business Class,January 2017,yes
,Couple Leisure,Business Class,December 2016,no
,Family Leisure,Economy Class,December 2016,no
,Solo Leisure,Business Class,January 2017,no
,,Economy Class,January 2017,no
A321,Solo Leisure,Business Class,January 2017,yes
A320 / Boeing 767,Family Leisure,Economy Class,January 2017,yes
,Couple Leisure,Economy Class,January 2017,no
,Couple Leisure,Economy Class,January 2017,no
,Couple Leisure,Economy Class,December 2016,no
A320,Couple Leisure,Economy Class,January 2017,yes
,Solo Leisure,Economy Class,January 2017,no
,Solo Leisure,Economy Class,December 2016,no
,Family Leisure,Business Class,January 2017,no
,Couple Leisure,Economy Class,December 2016,no
,Couple Leisure,Business Class,December 2016,no
,Couple Leisure,Business Class,January 2017,no
,Solo Leisure,Business Class,December 2016,yes
,Couple Leisure,Economy Class,December 2016,yes
,Solo Leisure,Economy Class,January 2017,no
,Solo Leisure,Economy Class,December 2016,no
,Solo Leisure,Economy Class,January 2017,no
,Solo Leisure,Economy Class,December 2016,no
,Couple Leisure,Economy Class,December 2016,no
,Couple Leisure,First Class,December 2016,yes
,Family Leisure,Economy Class,November 2016,yes
,Family Leisure,Economy Class,December 2016,no
A380,Solo Leisure,,September 2016,yes
,Couple Leisure,Economy Class,December 2016,yes
,Couple Leisure,Business Class,December 2016,yes
,Couple Leisure,Economy Class,December 2016,no
,,Economy Class,December 2016,yes
,Couple Leisure,,December 2016,no
,Solo Leisure,,December 2016,no
A320,,Economy Class,December 2016,no
,Couple Leisure,Economy Class,December 2016,no
,,Economy Class,December 2016,no
,Solo Leisure,Economy Class,December 2016,yes
,Couple Leisure,,December 2016,no
,Couple Leisure,First Class,December 2016,no
A320 / Boeing 767,,Economy Class,December 2016,yes
,Couple Leisure,Business Class,December 2016,yes
,Solo Leisure,Economy Class,December 2016,no
A380,Solo Leisure,Economy Class,December 2016,yes
,Couple Leisure,,November 2016,no
,Couple Leisure,Economy Class,December 2016,no
,,,December 2016,no
,Family Leisure,,October 2016,no
,,Business Class,November 2016,no
,Solo Leisure,Business Class,December 2016,yes
A380,,Business Class,December 2016,yes
,,,December 2016,no
A380 and Boeing 777,Solo Leisure,,December 2016,yes
,,Business Class,December 2016,no
,Couple Leisure,Economy Class,December 2016,no
,Solo Leisure,,December 2016,yes
,Solo Leisure,Economy Class,November 2016,yes
,Solo Leisure,Economy Class,November 2016,yes
,,,December 2016,no
,Solo Leisure,Business Class,November 2016,yes
,Couple Leisure,First Class,December 2016,no
,,Economy Class,December 2016,yes
,Couple Leisure,Economy Class,November 2016,no
,Couple Leisure,,October 2016,yes
A320,,Business Class,December 2016,no
A380 800,Couple Leisure,Economy Class,November 2016,no
,Family Leisure,Economy Class,December 2016,no
A321,Couple Leisure,Business Class,December 2016,yes
,Couple Leisure,Business Class,December 2016,no
,Couple Leisure,Economy Class,November 2016,no
,Couple Leisure,Economy Class,December 2016,yes
A321,,Business Class,November 2016,no
,Couple Leisure,Business Class,November 2016,no
,Solo Leisure,Economy Class,January 2016,no
A380,Family Leisure,Economy Class,November 2016,no
A380,,First Class,November 2016,yes
,Solo Leisure,Economy Class,November 2016,yes
,Couple Leisure,Economy Class,October 2016,yes
,,First Class,November 2016,yes
,Couple Leisure,Business Class,November 2016,no
A380,,,November 2016,yes
,Couple Leisure,Economy Class,November 2016,yes
A320,Solo Leisure,Business Class,November 2016,yes
,Family Leisure,Economy Class,November 2016,no
,,Economy Class,November 2016,no
,Solo Leisure,First Class,April 2016,no
,Family Leisure,Economy Class,October 2016,yes
,,Business Class,November 2016,no
A380,,First Class,November 2016,yes
,,,August 2016,no
,Couple Leisure,Economy Class,November 2016,no
A320,,Economy Class,November 2016,yes
,Solo Leisure,Economy Class,November 2016,yes
,Solo Leisure,First Class,November 2016,yes
,,Economy Class,August 2016,no
,Family Leisure,Economy Class,August 2016,no
,Couple Leisure,,September 2016,no
A321,,Economy Class,November 2016,yes
,,Economy Class,October 2016,no
A380,Couple Leisure,First Class,November 2016,no
A380,Couple Leisure,,November 2016,yes
,Couple Leisure,,November 2016,yes
A320,Solo Leisure,Economy Class,November 2016,no
,Couple Leisure,First Class,November 2016,no
,,Economy Class,October 2016,yes
,,Business Class,November 2016,no
A380,Couple Leisure,First Class,November 2016,yes
,Family Leisure,Economy Class,November 2016,no
,Couple Leisure,First Class,November 2016,yes
,Solo Leisure,Economy Class,September 2016,yes
A320,,Economy Class,November 2016,no
A380-800,Family Leisure,Economy Class,October 2016,no
A320,,Economy Class,November 2016,yes
,Family Leisure,First Class,November 2016,no
,Couple Leisure,First Class,November 2016,no
A320,Solo Leisure,Business Class,November 2016,yes
,Solo Leisure,,November 2016,no
,Couple Leisure,,November 2016,no
,Solo Leisure,Economy Class,October 2016,yes
,Solo Leisure,Economy Class,November 2016,no
A380,Couple Leisure,First Class,October 2016,yes
,Couple Leisure,,November 2016,no
A320,Solo Leisure,Economy Class,November 2016,no
,Couple Leisure,First Class,October 2016,yes
,Solo Leisure,Economy Class,August 2016,no
,,Economy Class,November 2016,no
,Family Leisure,Business Class,November 2016,no
,Solo Leisure,Economy Class,November 2016,yes
A319,,Business Class,November 2016,no
A380-800,Couple Leisure,Economy Class,October 2016,yes
,Couple Leisure,,November 2016,no
,Couple Leisure,Economy Class,October 2016,no
A319,Family Leisure,Economy Class,October 2016,yes
,Solo Leisure,Economy Class,November 2016,no
,Couple Leisure,Economy Class,October 2016,no
A320,,Business Class,October 2016,no
,Solo Leisure,Economy Class,October 2016,yes
A380 and Boeing 737-800,Solo Leisure,Economy Class,October 2016,yes
A380,Couple Leisure,Business Class,October 2016,no
,Solo Leisure,Business Class,October 2016,yes
,Solo Leisure,Economy Class,October 2016,no
,Couple Leisure,Economy Class,October 2016,yes
A380,Couple Leisure,,October 2016,yes
,Solo Leisure,Economy Class,October 2016,yes
,,Economy Class,October 2016,yes
,,,October 2016,no
A319,,Business Class,October 2016,no
,Couple Leisure,Economy Class,October 2016,no
A320,,Business Class,October 2016,yes
,Couple Leisure,Business Class,October 2016,no
A319,Family Leisure,Business Class,October 2016,no
,Solo Leisure,,September 2016,no
,Couple Leisure,Business Class,September 2016,yes
,,,October 2016,no
,Solo Leisure,First Class,October 2016,yes
A380,Couple Leisure,Economy Class,October 2016,no
,Couple Leisure,Economy Class,October 2016,no
A380,,First Class,October 2016,no
,Solo Leisure,Economy Class,October 2016,no
,,First Class,June 2016,no
,Solo Leisure,Economy Class,September 2016,no
A320,Couple Leisure,Business Class,October 2016,no
,Solo Leisure,,October 2016,no
,Solo Leisure,Business Class,October 2016,no
A319,Family Leisure,Economy Class,October 2016,no
,Solo Leisure,First Class,August 2016,no
A321-200,Solo Leisure,Economy Class,October 2016,yes
,Couple Leisure,Economy Class,October 2016,no
,Couple Leisure,Economy Class,September 2016,no
A380,Family Leisure,Economy Class,August 2016,no
,Solo Leisure,Economy Class,October 2016,no
A380,Couple Leisure,First Class,September 2016,no
A320,Family Leisure,Economy Class,October 2016,no
,Couple Leisure,Business Class,October 2016,no
,Solo Leisure,Economy Class,October 2016,no
,Couple Leisure,Business Class,October 2016,no
,Couple Leisure,Economy Class,October 2016,no
,Family Leisure,Economy Class,September 2016,no
,Solo Leisure,Economy Class,October 2016,yes
,,First Class,July 2016,no
,Couple Leisure,Economy Class,October 2016,no
,Solo Leisure,Economy Class,October 2016,yes
A320,Solo Leisure,Economy Class,October 2016,yes
,,,May 2016,no
,Couple Leisure,,October 2016,no
,Couple Leisure,Economy Class,September 2016,yes
,,Economy Class,October 2016,no
A380,Couple Leisure,Business Class,September 2016,no
A319,Couple Leisure,Economy Class,September 2016,yes
,Couple Leisure,Economy Class,September 2016,no
,Couple Leisure,Business Class,September 2016,no
,Couple Leisure,Economy Class,July 2016,no
,Family Leisure,Economy Class,September 2016,no
A380,Couple Leisure,First Class,September 2016,yes
,Family Leisure,Economy Class,September 2016,no
,Couple Leisure,Business Class,September 2016,no
,Couple Leisure,First Class,September 2016,yes
,Couple Leisure,Business Class,September 2016,yes
,Solo Leisure,,September 2016,yes
A319,Solo Leisure,Economy Class,September 2016,yes
,Solo Leisure,Business Class,September 2016,no
,Solo Leisure,Business Class,September 2016,yes
A320,Couple Leisure,Economy Class,September 2016,yes
A380,Couple Leisure,Economy Class,September 2016,yes
,,,September 2016,no
,Couple Leisure,Economy Class,September 2016,no
,,,September 2016,yes
,Family Leisure,,September 2016,no
A380,,Economy Class,September 2016,yes
,Family Leisure,Economy Class,September 2016,no
A319,Family Leisure,Economy Class,September 2016,no
,Solo Leisure,Economy Class,September 2016,no
,Solo Leisure,Business Class,September 2016,yes
,Family Leisure,Economy Class,August 2016,no
,Solo Leisure,Economy Class,September 2016,no
,Solo Leisure,Business Class,September 2016,no
,Couple Leisure,Economy Class,August 2016,no
,,Business Class,September 2016,yes
,Solo Leisure,Economy Class,August 2016,no
,Couple Leisure,First Class,September 2016,no
A320,Couple Leisure,Business Class,September 2016,no
,,Economy Class,September 2016,no
,Solo Leisure,Economy Class,September 2016,yes
,Solo Leisure,Economy Class,September 2016,no
A380,Couple Leisure,Economy Class,August 2016,no
,Solo Leisure,Economy Class,September 2016,no
A320,Family Leisure,Economy Class,September 2016,yes
A320,Couple Leisure,Business Class,September 2016,no
,,First Class,August 2016,no
A319,Couple Leisure,Economy Class,September 2016,yes
A320,Couple Leisure,Business Class,September 2016,yes
A380-800,Solo Leisure,Business Class,September 2016,no
A319,Solo Leisure,Business Class,September 2016,yes
,Couple Leisure,Economy Class,September 2016,no
,Couple Leisure,Economy Class,September 2016,no
,Family Leisure,Economy Class,September 2016,yes
A320,,Business Class,August 2016,no
,,Business Class,September 2016,no
,Couple Leisure,Economy Class,September 2016,no
A320,Solo Leisure,Economy Class,March 2016,yes
,Family Leisure,Economy Class,August 2016,no
A319,Family Leisure,Economy Class,July 2016,yes
A320,Family Leisure,Business Class,August 2016,no
,Family Leisure,Business Class,August 2016,no
,,Economy Class,August 2016,yes
A380,Family Leisure,Economy Class,August 2016,no
A320,,Economy Class,August 2016,yes
,Family Leisure,Business Class,August 2016,no
A320,Solo Leisure,Economy Class,August 2016,yes
A320,Family Leisure,Economy Class,August 2016,no
,Solo Leisure,Economy Class,August 2016,yes
,,Economy Class,August 2016,no
,Family Leisure,First Class,July 2016,no
A320,,Economy Class,August 2016,no
A320,Solo Leisure,Economy Class,August 2016,no
,Couple Leisure,Economy Class,August 2016,no
,Family Leisure,,August 2016,no
A320,Family Leisure,First Class,July 2016,no
,,First Class,August 2016,no
,Couple Leisure,Business Class,July 2016,yes
,Couple Leisure,Business Class,August 2016,no
A321/A319,,Economy Class,August 2016,yes
,Solo Leisure,Economy Class,August 2016,no
,Family Leisure,Economy Class,August 2016,no
A320,Solo Leisure,Economy Class,August 2016,yes
A320,Solo Leisure,Economy Class,August 2016,no
A380,,Economy Class,August 2016,yes
A380,Couple Leisure,Business Class,August 2016,no
,Solo Leisure,Economy Class,August 2016,no
A321,Solo Leisure,Economy Class,August 2016,yes
,Solo Leisure,Economy Class,August 2016,yes
,Couple Leisure,Business Class,April 2016,yes
A319,,Business Class,August 2016,no
,Couple Leisure,Business Class,June 2016,no
,Solo Leisure,,August 2016,no
,Solo Leisure,Economy Class,June 2016,no
,Solo Leisure,Economy Class,August 2016,yes
,Couple Leisure,Business Class,June 2016,yes
A380,Family Leisure,Business Class,July 2016,yes
,,,July 2016,yes
,Solo Leisure,First Class,July 2016,yes
,Couple Leisure,Business Class,April 2016,yes
A380,Family Leisure,Business Class,July 2016,yes
A320 / Boeing 787,,Business Class,July 2016,yes
,Solo Leisure,Economy Class,July 2016,yes
,,Economy Class,July 2016,yes
A319,Couple Leisure,Economy Class,July 2016,yes
,,Economy Class,July 2016,no
,,Business Class,July 2016,no
,Couple Leisure,,July 2016,no
A321,Family Leisure,Business Class,July 2016,no
,Couple Leisure,Economy Class,July 2016,no
,Couple Leisure,Economy Class,July 2016,no
,Couple Leisure,First Class,July 2016,no
,Solo Leisure,First Class,July 2016,yes
,Solo Leisure,Business Class,July 2016,yes
,Solo Leisure,Business Class,July 2016,no
,Couple Leisure,Business Class,July 2016,yes
,,First Class,July 2016,no
,,Business Class,July 2016,yes
A320,,Business Class,July 2016,no
,Couple Leisure,Business Class,July 2016,no
,Solo Leisure,Economy Class,July 2016,no
,Solo Leisure,Business Class,June 2016,no
A320,Solo Leisure,Business Class,July 2016,no
,,Economy Class,July 2016,no
,Solo Leisure,Business Class,June 2016,no
,,Business Class,July 2016,no
A380,,Business Class,March 2016,no
,Solo Leisure,Economy Class,August 2015,yes
,Solo Leisure,Economy Class,October 2015,no
,,,July 2016,no
A320,,Business Class,June 2016,no
,Couple Leisure,First Class,June 2016,yes
,Solo Leisure,Economy Class,June 2016,no
,,Economy Class,June 2016,no
,Couple Leisure,Economy Class,April 2016,yes
A320,Couple Leisure,Business Class,June 2016,yes
A380,Couple Leisure,Business Class,June 2016,yes
,Solo Leisure,,June 2016,no
,Solo Leisure,Economy Class,June 2016,no
A380,Couple Leisure,Economy Class,June 2016,no
A380 and Boeing 767,Couple Leisure,First Class,June 2016,no
,Solo Leisure,Economy Class,June 2016,no
,Couple Leisure,,June 2016,yes
A319,Couple Leisure,Economy Class,June 2016,yes
,Family Leisure,Economy Class,June 2016,yes
,Couple Leisure,Business Class,June 2016,no
,Couple Leisure,,May 2016,no
,Family Leisure,Economy Class,June 2016,no
,Solo Leisure,Economy Class,June 2016,yes
,Family Leisure,First Class,June 2016,no
A320,Couple Leisure,Economy Class,May 2016,no
A320,,Business Class,June 2016,no
A320/A319,,Economy Class,June 2016,yes
,Couple Leisure,Economy Class,June 2016,no
A320,Couple Leisure,Business Class,April 2016,yes
,Solo Leisure,Business Class,May 2016,yes
,Couple Leisure,Economy Class,June 2016,no
,Couple Leisure,,June 2016,no
,Solo Leisure,First Class,June 2016,no
A380,Solo Leisure,,June 2016,yes
,Couple Leisure,Business Class,June 2016,yes
,Couple Leisure,Business Class,May 2016,no
A320,Couple Leisure,Business Class,June 2016,yes
"A320, A380",Solo Leisure,First Class,June 2016,no
,Couple Leisure,Business Class,June 2016,yes
,Couple Leisure,,May 2016,no
A319,,Economy Class,June 2016,no
A320 / Boeing 777,Solo Leisure,First Class,June 2016,yes
A320,Couple Leisure,Economy Class,April 2016,no
,Couple Leisure,First Class,June 2016,yes
,Couple Leisure,Economy Class,May 2016,no
,Family Leisure,Economy Class,May 2016,no
,Couple Leisure,Business Class,May 2016,no
,Solo Leisure,Economy Class,May 2016,yes
,Solo Leisure,Economy Class,May 2016,no
,Couple Leisure,Economy Class,May 2016,no
,Solo Leisure,Economy Class,May 2016,yes
A380,Solo Leisure,,May 2016,yes
,Couple Leisure,Economy Class,May 2016,yes
,Couple Leisure,Economy Class,May 2016,yes
,Solo Leisure,Business Class,March 2016,yes
,,Business Class,May 2016,no
,Couple Leisure,Economy Class,May 2016,no
,Solo Leisure,Economy Class,May 2016,yes
,Couple Leisure,Economy Class,May 2016,yes
A320,Family Leisure,Business Class,May 2016,yes
A380,,Business Class,May 2016,no
,Solo Leisure,Economy Class,May 2016,yes
A321 / Boeing 747-400,Couple Leisure,Economy Class,May 2016,yes
,,Economy Class,May 2016,no
,Couple Leisure,Economy Class,March 2016,no
,Couple Leisure,Economy Class,May 2016,no
,Couple Leisure,Economy Class,May 2016,yes
,Couple Leisure,Economy Class,May 2016,yes
,Couple Leisure,Business Class,May 2016,yes
A320,Couple Leisure,Economy Class,April 2016,yes
A320,Couple Leisure,Economy Class,May 2016,no
,Couple Leisure,Business Class,May 2016,yes
,Couple Leisure,Business Class,May 2016,yes
A320,Solo Leisure,Economy Class,May 2016,no
A320,Couple Leisure,Business Class,May 2016,no
,Solo Leisure,Economy Class,May 2016,no
,Family Leisure,Economy Class,May 2016,yes
,Family Leisure,,May 2016,no
,Solo Leisure,Economy Class,May 2016,yes
,Couple Leisure,Economy Class,May 2016,no
,Couple Leisure,Business Class,May 2016,no
,Solo Leisure,,May 2016,yes
A319,Solo Leisure,,May 2016,no
,Couple Leisure,Economy Class,May 2016,no
A320 / Boeing 777,Solo Leisure,Economy Class,May 2016,yes
,Solo Leisure,,May 2016,no
,,Business Class,May 2016,no
A320,Couple Leisure,Business Class,May 2016,no
,Couple Leisure,Economy Class,December 2015,no
,Solo Leisure,Economy Class,May 2016,no
,Solo Leisure,Economy Class,April 2016,no
,Solo Leisure,Economy Class,May 2016,no
,Couple Leisure,Business Class,May 2016,yes
A320,Solo Leisure,Economy Class,November 2015,no
,Couple Leisure,First Class,March 2016,yes
,Solo Leisure,Economy Class,April 2016,no
,Couple Leisure,Economy Class,April 2016,no
A319,,Business Class,April 2016,no
A319 / A320,,Business Class,April 2016,yes
,Family Leisure,Business Class,April 2016,yes
,,Economy Class,April 2016,yes
,Solo Leisure,Economy Class,April 2016,yes
,Family Leisure,Business Class,April 2016,yes
,Family Leisure,Economy Class,April 2016,no
,Solo Leisure,Economy Class,April 2016,no
,Family Leisure,Economy Class,April 2016,no
,,Business Class,April 2016,no
,Couple Leisure,,March 2016,yes
,Couple Leisure,First Class,April 2016,yes
A380,,Economy Class,April 2016,no
A380,Solo Leisure,First Class,March 2016,yes
,Couple Leisure,Business Class,April 2016,yes
,,Economy Class,April 2016,no
,,,April 2016,no
,Couple Leisure,Economy Class,April 2016,no
,,First Class,April 2016,no
A380,,Business Class,February 2016,no
,Solo Leisure,Economy Class,April 2016,no
A320 / A380,Family Leisure,Economy Class,April 2016,no
,Couple Leisure,Economy Class,January 2016,no
,Couple Leisure,Economy Class,April 2016,yes
,Solo Leisure,Business Class,April 2016,yes
,Solo Leisure,Business Class,February 2016,yes
,Solo Leisure,Economy Class,April 2016,yes
,Solo Leisure,Economy Class,March 2016,yes
A380,Solo Leisure,,March 2016,yes
A380-800,Couple Leisure,Business Class,March 2016,yes
,Solo Leisure,,May 2015,yes
A380,Couple Leisure,,March 2016,yes
A320,Family Leisure,Economy Class,April 2016,yes
,,Business Class,April 2016,no
A320,Solo Leisure,Business Class,April 2016,no
A319,Solo Leisure,Economy Class,April 2016,yes
,Solo Leisure,Economy Class,April 2016,no
,Family Leisure,Business Class,April 2016,yes
,Couple Leisure,Economy Class,April 2016,yes
,Solo Leisure,Economy Class,April 2016,no
,,Economy Class,March 2016,yes
,Couple Leisure,Business Class,March 2016,yes
,Couple Leisure,Business Class,March 2016,yes
A319,Couple Leisure,Business Class,March 2016,yes
A380 / Boeing 747-400,,Business Class,March 2016,yes
,Solo Leisure,Economy Class,March 2016,no
A321,Couple Leisure,Business Class,March 2016,no
,Couple Leisure,,March 2016,no
A320,Family Leisure,Economy Class,March 2016,yes
,Family Leisure,Economy Class,March 2016,yes
A319,Family Leisure,Economy Class,March 2016,yes
,Solo Leisure,Economy Class,March 2016,yes
,Couple Leisure,Business Class,March 2016,no
,Couple Leisure,Economy Class,March 2016,yes
,Couple Leisure,First Class,March 2016,no
,Solo Leisure,Economy Class,March 2016,yes
,Solo Leisure,Economy Class,March 2016,yes
A320,Solo Leisure,Business Class,March 2016,no
,Solo Leisure,First Class,March 2016,yes
A320,Solo Leisure,Business Class,March 2016,yes
,Couple Leisure,Economy Class,March 2016,no
A320 / Boeing 767,,Economy Class,March 2016,yes
,Couple Leisure,Economy Class,March 2016,no
,Solo Leisure,,January 2016,no
,Couple Leisure,,March 2016,yes
"A320, A380",Solo Leisure,Economy Class,January 2016,yes
,Solo Leisure,Business Class,February 2016,yes
A320,Solo Leisure,Business Class,February 2016,yes
,Couple Leisure,Economy Class,March 2016,no
"A320, Boeing 777",Couple Leisure,Economy Class,March 2016,yes
,Couple Leisure,,March 2016,yes
A321,,Economy Class,March 2016,no
A320,Solo Leisure,Economy Class,March 2016,yes
A321,Solo Leisure,Business Class,February 2016,yes
,,Economy Class,March 2016,no
A380,Couple Leisure,,November 2015,no
,,,March 2016,no
A319,Solo Leisure,Economy Class,March 2016,yes
,Couple Leisure,Business Class,February 2016,no
A380,Couple Leisure,,September 2015,yes
,Couple Leisure,Economy Class,March 2016,yes
,Couple Leisure,First Class,March 2016,yes
,,Business Class,February 2016,no
,Couple Leisure,,February 2016,yes
,,First Class,February 2016,no
,Solo Leisure,Economy Class,March 2016,yes
,,Economy Class,February 2016,yes
A320,Solo Leisure,Business Class,February 2016,yes
A320,Solo Leisure,Economy Class,September 2015,no
A320,,Business Class,March 2016,no
,Couple Leisure,Economy Class,February 2016,yes
A320,Solo Leisure,Economy Class,March 2016,yes
,,Business Class,February 2016,yes
,Solo Leisure,Business Class,March 2016,yes
,Solo Leisure,Economy Class,February 2016,yes
"A320, Boeing 767-300",,Economy Class,March 2016,yes
,Solo Leisure,Economy Class,March 2016,no
,Couple Leisure,Economy Class,February 2016,yes
A320,Solo Leisure,Economy Class,February 2016,yes
A319,,Business Class,February 2016,no
A320,Solo Leisure,Business Class,February 2016,no
A380,,Economy Class,February 2016,yes
,Couple Leisure,,February 2016,no
,Couple Leisure,First Class,January 2016,no
,Family Leisure,,August 2015,no
,Couple Leisure,Business Class,February 2016,yes
,Couple Leisure,Economy Class,January 2016,yes
,Solo Leisure,,February 2016,no
,Couple Leisure,First Class,February 2016,no
,Couple Leisure,Economy Class,February 2016,yes
,Family Leisure,Economy Class,February 2016,no
,,Business Class,February 2016,no
A320,Couple Leisure,Business Class,February 2016,yes
A319,Solo Leisure,Economy Class,February 2016,yes
,Solo Leisure,Business Class,February 2016,no
,Solo Leisure,Business Class,February 2016,no
A320,Couple Leisure,Economy Class,February 2016,yes
,Family Leisure,Economy Class,January 2016,no
A320,Solo Leisure,Business Class,January 2016,yes
A380,Couple Leisure,First Class,December 2015,yes
,Family Leisure,Business Class,February 2016,yes
,Family Leisure,Business Class,February 2016,no
A320,Solo Leisure,Economy Class,December 2015,yes
A320,Solo Leisure,Economy Class,January 2016,yes
,,Business Class,February 2016,yes
,Solo Leisure,First Class,November 2015,yes
,,Business Class,December 2015,yes
,Family Leisure,Economy Class,February 2016,no
,,Business Class,January 2016,no
A320,Solo Leisure,Economy Class,February 2016,yes
,Family Leisure,Economy Class,February 2016,no
A320,Couple Leisure,Economy Class,January 2016,yes
"A380, Boeing 747 and Boeing 777",Solo Leisure,Economy Class,January 2016,yes
,Couple Leisure,First Class,February 2016,no
,Couple Leisure,,February 2016,no
A380,Couple Leisure,First Class,January 2016,no
"A320, A380, Boeing 777-300",Couple Leisure,Economy Class,January 2016,yes
,,First Class,January 2016,yes
A318,Solo Leisure,Business Class,October 2015,yes
,Solo Leisure,Economy Class,January 2016,no
,Solo Leisure,Economy Class,December 2015,no
,Couple Leisure,Economy Class,January 2016,no
,Couple Leisure,Business Class,January 2016,yes
,Couple Leisure,Business Class,January 2016,no
,Family Leisure,Economy Class,January 2016,yes
,Couple Leisure,Economy Class,January 2016,no
A380,Couple Leisure,Business Class,January 2016,no
,Couple Leisure,Economy Class,December 2015,yes
,Solo Leisure,,December 2015,yes
,Solo Leisure,,January 2016,no
A380,Solo Leisure,,January 2016,no
,Solo Leisure,Economy Class,October 2015,yes
A320,Solo Leisure,Economy Class,September 2015,yes
A380,Family Leisure,,January 2016,no
,Couple Leisure,Economy Class,December 2015,no
A380,Solo Leisure,Economy Class,September 2015,yes
,,Economy Class,January 2016,no
,Solo Leisure,Economy Class,January 2016,yes
,Solo Leisure,First Class,December 2015,no
,Solo Leisure,Business Class,February 2015,yes
,Family Leisure,Economy Class,January 2016,no
A380,Solo Leisure,Economy Class,January 2016,yes
,,Economy Class,December 2015,no
,Couple Leisure,Economy Class,September 2015,no
,Couple Leisure,Business Class,January 2016,yes
,Solo Leisure,Economy Class,January 2016,yes
A320,Couple Leisure,Business Class,December 2015,no
,,Business Class,October 2015,no
,Family Leisure,,December 2015,no
A320/A321,Family Leisure,Economy Class,December 2015,yes
,Couple Leisure,Business Class,December 2015,no
,Couple Leisure,First Class,January 2016,yes
,Family Leisure,First Class,December 2015,no
,Couple Leisure,,January 2016,yes
A320,Couple Leisure,Economy Class,December 2015,no
,Couple Leisure,Economy Class,January 2016,no
A320,Couple Leisure,Economy Class,January 2016,yes
A380,Couple Leisure,Economy Class,December 2015,no
A320 / Boeing 787,Solo Leisure,Economy Class,November 2015,yes
,Family Leisure,Economy Class,January 2016,yes
,Solo Leisure,Economy Class,January 2016,no
,Couple Leisure,,December 2015,no
,Family Leisure,Economy Class,December 2015,no
,Solo Leisure,Economy Class,June 2015,no
,Family Leisure,Business Class,December 2015,yes
,,Business Class,November 2015,yes
,Couple Leisure,Business Class,December 2015,no
A320,Solo Leisure,Economy Class,November 2015,yes
A320,Solo Leisure,Economy Class,December 2015,yes
A319,Solo Leisure,Economy Class,December 2015,no
,Solo Leisure,Economy Class,December 2015,yes
A320,Couple Leisure,Economy Class,December 2015,no
,,Economy Class,December 2015,no
,Solo Leisure,Business Class,December 2015,no
,Couple Leisure,,October 2015,no
,Family Leisure,,December 2015,no
,,Economy Class,December 2015,no
,Family Leisure,Economy Class,December 2015,no
,Couple Leisure,Business Class,December 2015,yes
,Couple Leisure,Economy Class,December 2015,yes
,Couple Leisure,Economy Class,September 2015,no
,Couple Leisure,Economy Class,December 2015,no
,Couple Leisure,First Class,December 2015,no
,Family Leisure,Economy Class,December 2015,yes
,Couple Leisure,Business Class,December 2015,yes
,Family Leisure,Economy Class,December 2015,yes
,Solo Leisure,Economy Class,December 2015,yes
A380,Couple Leisure,Business Class,October 2015,no
A320,Couple Leisure,Business Class,November 2015,yes
,Solo Leisure,Economy Class,December 2015,no
A320,Couple Leisure,Business Class,December 2015,yes
A380,Solo Leisure,Business Class,December 2015,no
,Couple Leisure,,November 2015,no
,Couple Leisure,Business Class,December 2015,yes
A319,,Economy Class,December 2015,yes
,Couple Leisure,Business Class,December 2015,yes
,,Business Class,August 2015,yes
,Family Leisure,Economy Class,December 2015,yes
,,,November 2015,no
,Solo Leisure,Economy Class,December 2015,no
,Couple Leisure,Economy Class,December 2015,no
,Couple Leisure,Economy Class,December 2015,yes
,Solo Leisure,Economy Class,December 2015,yes
,Solo Leisure,,November 2015,yes
,Solo Leisure,Economy Class,December 2015,yes
,Couple Leisure,Business Class,December 2015,yes
A320,Solo Leisure,Business Class,December 2015,yes
,Solo Leisure,First Class,August 2015,no
,Couple Leisure,Business Class,December 2015,yes
,Solo Leisure,Economy Class,December 2015,yes
,Solo Leisure,Economy Class,December 2015,yes
,Couple Leisure,Economy Class,December 2015,no
,Solo Leisure,Economy Class,November 2015,yes
,Couple Leisure,,December 2015,yes
,Solo Leisure,First Class,November 2015,yes
,,First Class,November 2015,no
,Couple Leisure,Business Class,November 2015,yes
,Couple Leisure,,November 2015,yes
,Couple Leisure,Economy Class,July 2015,no
,Couple Leisure,Economy Class,November 2015,yes
,Couple Leisure,Economy Class,October 2015,no
,Couple Leisure,,November 2015,no
,Family Leisure,Economy Class,November 2015,yes
,Solo Leisure,Economy Class,November 2015,yes
A320,Solo Leisure,Economy Class,November 2015,yes
A320,Couple Leisure,Business Class,October 2015,no
,Couple Leisure,Economy Class,November 2015,no
,Couple Leisure,,October 2015,no
,Solo Leisure,,October 2015,no
,,Economy Class,January 2015,yes
,Couple Leisure,Economy Class,November 2015,no
,Couple Leisure,Business Class,November 2015,no
A319,,Economy Class,November 2015,no
A380,Couple Leisure,First Class,November 2015,yes
A320/321,Couple Leisure,Business Class,November 2015,yes
A380,Solo Leisure,,November 2015,yes
,Solo Leisure,Economy Class,August 2015,yes
A380 / Boeing 747-400,Couple Leisure,,November 2015,yes
,Couple Leisure,Economy Class,November 2015,no
